AllObjMajorVersion-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AllowXsltScript-Enables/Disabled the <script> element functionality in XLST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CancelWithoutComment-Cancel without comment;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;;;;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status
rqDefCreateLayout-Layout for the Create request window;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;
rqDefCreateTask-Task for the Create request window;tk-Request-Default task#up-Request-Default task;;;;;;tk-Request-Default task#up-Request-Default task;;;;;;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;;;;;;tk-Request-Default task#up-Request-Default task;;tk-Request-Default task#up-Request-Default task;;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;;;;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;;;;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;tk-Request-Default task#up-Request-Default task;;;
rqDefLayout-Layout for the Request list window;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;tk-Request-Default layout#up-Request-Default layout;;;
rqInheritActualRtGk-Inherit group key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rqRqListHandling-Request list management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rqscCreateSampleDate-Default sampling date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtDefLayout-Request type list defaul layout;tk-Request Type-Default layout#up-Request Type-Default layout;;tk-Request Type-Default layout#up-Request Type-Default layout;;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;;tk-Request Type-Default layout#up-Request Type-Default layout;;;;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;;;;;tk-Request Type-Default layout#up-Request Type-Default layout;;;tk-Request Type-Default layout#up-Request Type-Default layout;;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;;tk-Request Type-Default layout#up-Request Type-Default layout;;;;;;;;;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;;;tk-Request Type-Default layout#up-Request Type-Default layout;tk-Request Type-Default layout#up-Request Type-Default layout;;;;;;
scAllowAFTOnMultiSt-Allow AFTP on list of Sample having different SampleTypes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCopyDefCopyIival-Whether or not to copy sample infofield values;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCopyDefCopyScPaRes-Whether or not to copy sample parameter values;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCopyDefCreateIi-What to base sample infofield creation on;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCopyDefCreateScPa-What to base sample infofield creation on;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCopyDefCreateScPa-What to base sample parameter creation on;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCreateIc-Info cards automatically created;;;;;;;;;;;;;;;;;;;;;;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;;;;;;;;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;
scCreateOpenIc-Oblige users to pass through info card;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour
scCreatePg-Parameter groups automatically created;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;
scCreateSamplingDate-Default sampling date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCreateSc-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scCreationDialogue-Sample creation window management;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour
scCreationIn1Step-Sample creation management;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour
scDefAFTMtLayout-Layout for Assign Full Test Plan Details window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefAFTPpLayout-Layout for Assign Full Test Plan window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefAFTPrLayout-Layout for Assign Full Test Plan window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefCreateLayout-Layout for Create Sample window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefCreateTask-Default task for Create Sample window;;;tk-Sample-Default task#up-Sample-Default task;;;;tk-Sample-Default task#up-Sample-Default task;;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;;;tk-Sample-Default task#up-Sample-Default task;;;;;;tk-Sample-Default task#up-Sample-Default task;;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;;;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;tk-Sample-Default task#up-Sample-Default task;;;;;;tk-Sample-Default task#up-Sample-Default task;;tk-Sample-Default task#up-Sample-Default task;;;tk-Sample-Default task#up-Sample-Default task
scDefFulTestPlanLyTp-Initial layout for Assign Full Test Plan window;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefLayout-Layout for Sample list window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefMeLayout-Layout for Parameter Results window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefMeReanDetLayout-Layout for Method Reanalysis Details window;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
